T16,Labour force participation and unemployment,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
850,United States Virgin Islands,2020,Unemployment rate - Female,9.2300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2005,Labour force participation - Total,62.4700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2005,Unemployment rate - Total,12.0100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2005,Labour force participation - Male,73.7400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2005,Unemployment rate - Male,9.4500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2005,Labour force participation - Female,52.3200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2005,Unemployment rate - Female,15.2600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2010,Labour force participation - Total,65.4800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2010,Unemployment rate - Total,7.1600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2010,Labour force participation - Male,76.7600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2010,Unemployment rate - Male,5.3100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2010,Labour force participation - Female,55.3300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2010,Unemployment rate - Female,9.4700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2015,Labour force participation - Total,64.9700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2015,Unemployment rate - Total,7.4900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2015,Labour force participation - Male,75.1700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2015,Unemployment rate - Male,6.3700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2015,Labour force participation - Female,55.7400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2015,Unemployment rate - Female,8.8600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2020,Labour force participation - Total,64.1400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2020,Unemployment rate - Total,8.7800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2020,Labour force participation - Male,73.3900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2020,Unemployment rate - Male,7.0300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2020,Labour force participation - Female,55.7300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
858,Uruguay,2020,Unemployment rate - Female,10.8700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2005,Labour force participation - Total,62.5100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2005,Unemployment rate - Total,6.8800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2005,Labour force participation - Male,74.2600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2005,Unemployment rate - Male,7.0700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2005,Labour force participation - Female,51.2500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2005,Unemployment rate - Female,6.6100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2010,Labour force participation - Total,63.3200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2010,Unemployment rate - Total,5.3600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2010,Labour force participation - Male,75.4200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2010,Unemployment rate - Male,5.5400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2010,Labour force participation - Female,51.6300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2010,Unemployment rate - Female,5.1000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2015,Labour force participation - Total,64.6700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2015,Unemployment rate - Total,5.1500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2015,Labour force participation - Male,77.4300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2015,Unemployment rate - Male,5.3300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2015,Labour force participation - Female,52.3000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2015,Unemployment rate - Female,4.8900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2020,Labour force participation - Total,64.9900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2020,Unemployment rate - Total,6.0800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2020,Labour force participation - Male,78.0800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2020,Unemployment rate - Male,6.2600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2020,Labour force participation - Female,52.2600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
860,Uzbekistan,2020,Unemployment rate - Female,5.8200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2005,Labour force participation - Total,69.6100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2005,Unemployment rate - Total,4.5900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2005,Labour force participation - Male,78.2700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2005,Unemployment rate - Male,4.1800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2005,Labour force participation - Female,60.7300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2005,Unemployment rate - Female,5.1300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2010,Labour force participation - Total,69.7100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2010,Unemployment rate - Total,4.6300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2010,Labour force participation - Male,78.9100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2010,Unemployment rate - Male,4.2000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2010,Labour force participation - Female,60.5600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2010,Unemployment rate - Female,5.1800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2015,Labour force participation - Total,69.9500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2015,Unemployment rate - Total,4.5700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2015,Labour force participation - Male,78.9800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2015,Unemployment rate - Male,4.1600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2015,Labour force participation - Female,60.9400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2015,Unemployment rate - Female,5.0900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2020,Labour force participation - Total,69.8100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2020,Unemployment rate - Total,4.4100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2020,Labour force participation - Male,78.6900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2020,Unemployment rate - Male,4.0200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2020,Labour force participation - Female,60.9100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
548,Vanuatu,2020,Unemployment rate - Female,4.9100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2005,Labour force participation - Total,64.1500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2005,Unemployment rate - Total,10.6600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2005,Labour force participation - Male,79.1900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2005,Unemployment rate - Male,10.0400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2005,Labour force participation - Female,49.3700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2005,Unemployment rate - Female,11.6400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2010,Labour force participation - Total,63.7900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2010,Unemployment rate - Total,7.1100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2010,Labour force participation - Male,78.4300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2010,Unemployment rate - Male,7.2200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2010,Labour force participation - Female,49.5200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2010,Unemployment rate - Female,6.9500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2015,Labour force participation - Total,62.7600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2015,Unemployment rate - Total,7.4400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2015,Labour force participation - Male,76.7800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2015,Unemployment rate - Male,6.7500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2015,Labour force participation - Female,49.2000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2015,Unemployment rate - Female,8.4800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2020,Labour force participation - Total,59.2700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2020,Unemployment rate - Total,9.3800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2020,Labour force participation - Male,74.2800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2020,Unemployment rate - Male,9.2300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2020,Labour force participation - Female,45.1500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2020,Unemployment rate - Female,9.6200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2005,Labour force participation - Total,76.1400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2005,Unemployment rate - Total,2.1400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2005,Labour force participation - Male,80.7800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2005,Unemployment rate - Male,1.9900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2005,Labour force participation - Female,71.7000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2005,Unemployment rate - Female,2.2900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2010,Labour force participation - Total,76.2900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2010,Unemployment rate - Total,1.1100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2010,Labour force participation - Male,81.3800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2010,Unemployment rate - Male,1.1500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2010,Labour force participation - Female,71.3900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2010,Unemployment rate - Female,1.0800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2015,Labour force participation - Total,78.1700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2015,Unemployment rate - Total,2.1300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2015,Labour force participation - Male,83.2600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2015,Unemployment rate - Male,2.2400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2015,Labour force participation - Female,73.2600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2015,Unemployment rate - Female,1.9900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2020,Labour force participation - Total,77.3000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2020,Unemployment rate - Total,2.0200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2020,Labour force participation - Male,82.1800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2020,Unemployment rate - Male,2.0900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2020,Labour force participation - Female,72.5900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
704,Viet Nam,2020,Unemployment rate - Female,1.9500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2005,Labour force participation - Total,52.9100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2005,Unemployment rate - Total,9.6800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2005,Labour force participation - Male,78.8600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2005,Unemployment rate - Male,8.4400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2005,Labour force participation - Female,22.7000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2005,Unemployment rate - Female,14.6700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2010,Labour force participation - Total,53.7700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2010,Unemployment rate - Total,9.7300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2010,Labour force participation - Male,79.3200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2010,Unemployment rate - Male,8.4100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2010,Labour force participation - Female,24.2800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2010,Unemployment rate - Female,14.7000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2015,Labour force participation - Total,54.2200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2015,Unemployment rate - Total,9.6300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2015,Labour force participation - Male,79.6100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2015,Unemployment rate - Male,8.3500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2015,Labour force participation - Female,25.2200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2015,Unemployment rate - Female,14.2600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2020,Labour force participation - Total,54.2400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2020,Unemployment rate - Total,9.4300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2020,Labour force participation - Male,79.2900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
732,Western Sahara,2020,Unemployment rate - Male,8.1100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
